alpha,beta,coefficient
11011110111111101010,11011110110111101011,0.0042599206801318661
01111110111111101010,11001111111111101010,-0.026669138747399502
11101101111111101010,11101111111011101010,0.035935698717724153
11101101111111101010,11101110111011111010,-0.0052065621621153217
11011101111111101010,11011111111011101010,-0.031814092327564721
11101011111111101010,11101111111011101010,-0.078596293858500879
11101011111111101010,11101011111111101010,-0.039686290451756687
11101011111111101010,01101111111111101010,0.031635307187663893
11011011111111101010,11111111111010101010,-0.018277134218014194
11011011111111101010,11111011111110101010,-0.0081601436363791351
11011011111111101010,11011111111011101010,0.065398730321471144
11011011111111101010,11011011111111101010,0.033902692397019485
11011011111111101010,01011111111111101010,-0.022796440765473078
11100111111111101010,11101110111111101010,-0.095200921745578912
11100111111111101010,11100111111111101010,0.033724434539964605
11010111111111101010,11111110111111001010,-0.010828629746144154
11010111111111101010,11111110111110101010,-0.02432813892857082
11010111111111101010,11110111111110101010,0.007542054966116235
11010111111111101010,11011110111111101010,0.082186219195853213
11010111111111101010,11010111111111101010,-0.028355313779813734
11001111111111101010,11111110111110101010,0.0048324384082919876
11001111111111101010,11111110111011101010,0.088264943155526243
11001111111111101010,11110111111011101010,-0.02984192326393208
11001111111111101010,11111100111111101010,0.021072037852978006
11001111111111101010,11111010111111101010,-0.030974478992022679
11001111111111101010,01111110111111101010,-0.026669138747403721
01101111111111101010,11101111111011101010,0.063895498574853021
01101111111111101010,11101011111111101010,0.031635307187662935
01101111111111101010,01101111111111101010,-0.020853249215207849
01011111111111101010,11111111111010101010,0.015116078539843019
01011111111111101010,11011111111011101010,-0.04991623810077149
01011111111111101010,11011011111111101010,-0.022796440765472693
11111110111110011010,11101110111111101010,-0.0022370216809783909
11111110111110011010,11111110111110011010,0.0025839450286973802
11111110111110011010,11011110111111011010,-0.0061384266722536492
11101110111111011010,11101110111111011010,-0.016754929660819363
11011110111111011010,11111110111110011010,-0.0061384266722534558
11011110111111011010,11011110111111011010,0.012986470815573848
10111110111110111010,11111110111110101010,0.0025441231803477846
10111110111110111010,11011110111111101010,-0.0048066975847249581
11101110111011111010,11101111111111001010,0.0015852499443171975
11101110111011111010,11101101111111101010,-0.0052065621621161465
11011110111011111010,11111111111110001010,-8.4055119137360033e-05
11011110111011111010,11011111111111001010,-0.00084534200009179106
11001111111011111010,11111111111011001010,-0.0020302684117405223
10101111111011111010,11101111111011101010,0.012774206948077215
10011111111011111010,11011111111011101010,-0.0096703540789181506
11001110111111111010,11111110111111001010,0.0070798029932810248
11001110111111111010,11111110111110101010,-0.0028426810663411319
11001110111111111010,11111100111111101010,0.0047970837187006057
10101110111111111010,11101110111111101010,-0.0043538409898122837
10011110111111111010,11111110111110101010,-0.0033905984516574904
10011110111111111010,11011110111111101010,0.0025397807618647125
10001111111111111010,11111110111011101010,-0.0054716155183554341
11111110111110100110,11011110111111101001,0.02370032262635333
11111110111011100110,11001111111111101001,0.032962608576962531
11101111111011100110,11101111111011101001,-0.047829630612821604
11101111111011100110,11101011111111101001,-0.01909167625449322
11011111111011100110,11011111111011101001,0.039246560818474781
11101110111111100110,11101110111111101001,0.089793136462326853
11101110111111100110,11100111111111101001,-0.02086046424027433
11011110111111100110,11111110111111001001,0.013590564732959845
11011110111111100110,11111110111110101001,0.022679391052913941
11011110111111100110,11011110111111101001,-0.078722554675526621
11101011111111100110,11101111111011101001,-0.017818525845075799
11100111111111100110,11101110111111101001,-0.032202988625002732
11010111111111100110,11011110111111101001,0.027648454174666961
11001111111111100110,11111110111011101001,0.036332881187190955
11111110111110001110,11011110111111111000,0.0025567993325136119
11111110111011001110,11011111111111101000,-0.010504483303668606
11111110111011001110,11001111111111111000,0.0040977199780784001
11101111111011001110,11101111111011111000,-0.0024539976159327374
11011111111011001110,11011111111011111000,0.0020681829984197145
11101110111111001110,11111110111111101000,0.015010016506840512
11101110111111001110,11101110111111111000,0.0073926947217870355
11011110111111001110,11111110111110111000,0.001713550195285246
11011110111111001110,11011110111111111000,-0.0066844938445291017
11111110111010101110,11111111111110101000,-0.0064227609572260471
11111110111010101110,11011111111111101000,-0.022973403321290751
11101111111010101110,11111111111011101000,-0.016848852411136324
11111010111110101110,11011111111111101000,0.01075792979475384
11101110111110101110,11111110111111101000,0.040854747910392133
11101110111110101110,11110111111111101000,-0.011453088848558455
01111110111110101110,11011111111111101000,0.0089851042045608672
11100111111110101110,11111110111111101000,-0.011434509270616077
11101110111011101110,11101111111111101000,0.10511729904151614
11011110111011101110,11111111111111001000,-0.012010476030699074
11011110111011101110,11111111111110101000,-0.024670106581480122
11011110111011101110,11011111111111101000,-0.094596478159935354
11100111111011101110,11101111111111101000,-0.033975804091144202
11010111111011101110,11111111111110101000,0.0089535044486542294
11010111111011101110,11011111111111101000,0.030067445501384332
11001111111011101110,11111111111011101000,-0.072204643601308807
11001111111011101110,11111011111111101000,-0.028433117321986424
11001111111011101110,01111111111111101000,-0.024632287399720489
11101100111111101110,11101111111111101000,0.023619052652337852
11101100111111101110,11101110111111111000,0.0048301385544770826
11011100111111101110,11011111111111101000,-0.021306120664281128
11101010111111101110,11101111111111101000,-0.046076147431549502
11011010111111101110,11111111111110101000,0.010926634033711465
11011010111111101110,11011111111111101000,0.035794829244435236
11001110111111101110,11111110111111101000,0.12102651427342047
11001110111111101110,11110111111111101000,-0.034662640044564631
01101110111111101110,11101111111111101000,0.036370055930418643
01011110111111101110,11111111111110101000,-0.0086931491797402494
01011110111111101110,11011111111111101000,-0.031083037622977198
11001011111111101110,11111111111011101000,-0.02963048039884952
11000111111111101110,11111110111111101000,-0.034308082677229068
01001111111111101110,11111111111011101000,-0.026008495901964981
11111111111011100001,11001111111011100111,0.044348384669415271
11111110111111100001,11101110111110100111,-0.027784296631472374
11111110111111100001,11001110111111100111,-0.080467945663234494
11101111111111100001,11101110111011100111,-0.064487296694397664
11101111111111100001,11101010111111100111,0.023179035045671356
11011111111111100001,11011110111011100111,0.055497006218304765
11111110111111001001,11011110111111100110,0.01359056473293462
11111110111110101001,11011110111111100110,0.02267939105287213
11111110111011101001,11001111111111100110,0.036332881187146372
11101111111011101001,11101111111011100110,-0.047829630612758078
11101111111011101001,11101011111111100110,-0.017818525845051478
11011111111011101001,11011111111011100110,0.039246560818427603
11101110111111101001,11101110111111100110,0.089793136462159515
11101110111111101001,11100111111111100110,-0.032202988624946215
11011110111111101001,11111110111110100110,0.023700322626311672
11011110111111101001,11011110111111100110,-0.078722554675390882
11011110111111101001,11010111111111100110,0.027648454174621459
11101011111111101001,11101111111011100110,-0.01909167625446281
11100111111111101001,11101110111111100110,-0.020860464240240913
11001111111111101001,11111110111011100110,0.032962608576917345
11111110111111000101,11011110111111100101,0.021766079826950301
11111111111010100101,11011111111011100101,-0.024837606352426267
11111110111110100101,11101110111111101100,-0.0074564364349079823
11111110111110100101,11111110111110100101,-0.015501247774771978
11111110111110100101,11011110111111100101,0.04145120231728508
11111110111011100101,11001111111111100101,0.052674863979424655
11101111111011100101,11101110111111101100,-0.010527774460173859
11101111111011100101,11101111111011100101,-0.096245100120872298
11101111111011100101,11101011111111100101,-0.037134085550075469
11011111111011100101,11111111111010100101,-0.024837606352427894
11011111111011100101,11011111111011100101,0.085065566543560886
11101110111111100101,11101110111111101010,0.0048149340510798668
11101110111111100101,11101110111111100101,0.15549464933922005
11101110111111100101,11100111111111100101,-0.053968779140930095
11011110111111100101,11101110111111101100,0.0071441136763852348
11011110111111100101,11111110111111000101,0.021766079826950155
11011110111111100101,11111110111110100101,0.041451202317286981
11011110111111100101,11011110111111100101,-0.13511237330154194
11011110111111100101,11010111111111100101,0.044800349304244744
11101011111111100101,11101111111011100101,-0.037134085550073366
11100111111111100101,11101110111111100101,-0.05396877914093233
11010111111111100101,11011110111111100101,0.044800349304246825
11001111111111100101,11111110111011100101,0.052674863979429574
11111110111010101101,11011111111111100100,-0.021180083653147993
11101110111110101101,11111110111111100100,0.022374963168040767
11101110111011101101,11101111111111100100,0.084217008603732713
11011110111011101101,11111111111110100100,-0.02054078498082678
11011110111011101101,11011111111111100100,-0.07515101583783465
11001111111011101101,11111111111011100100,-0.037852578899294387
11101110110111101101,11101110111111101100,0.0057550597324931858
11011110110111101101,11011110111111101100,-0.0062766393104596837
11101010111111101101,11101111111111100100,-0.042521547032603552
11011010111111101101,11011111111111100100,0.035091259454868753
11001110111111101101,11111110111111100100,0.073341059342359016
11001110111111101101,11110111111111100100,-0.026490945194925602
01101110111111101101,11101111111111100100,0.02668418200878234
11111110111111000011,11011110111111100011,-0.021299901655297538
11111111111010100011,11011111111011100011,0.023846368477023986
11111110111110100011,11101110111111101010,0.0077814438744488136
11111110111110100011,11111110111110100011,0.015253979546925974
11111110111110100011,11011110111111100011,-0.041203745856196496
11111110111011100011,11001111111111100011,-0.052126600641810315
11101111111011100011,11101110111111101010,0.0090762774011378909
11101111111011100011,11101111111011100011,0.099503374066781253
11101111111011100011,11101011111111100011,0.046459876668975282
11101111111011100011,01101111111111100011,-0.029245130818459798
11011111111011100011,11011110111111101010,-0.0091602960032070579
11011111111011100011,11111111111010100011,0.023846368477024434
11011111111011100011,11011111111011100011,-0.084074376062704084
11011111111011100011,11011011111111100011,-0.032184595961220877
11101110111111100011,11101110111111101100,-0.0072382942658366142
11101110111111100011,11101111111011101010,0.0021719216293270612
11101110111111100011,11011110111111101010,0.0040997230020172965
11101110111111100011,11101110111111100011,-0.16255046529152264
11101110111111100011,11100111111111100011,0.058743391405053039
11011110111111100011,11011110111111101100,0.0078730436798561104
11011110111111100011,11011111111011101010,-0.0056577749567016718
11011110111111100011,11101110111111101010,-0.0082608498189756536
11011110111111100011,11111110111111000011,-0.021299901655296619
11011110111111100011,11111110111110100011,-0.041203745856196662
11011110111111100011,11011110111111100011,0.13731289814881359
11011110111111100011,11010111111111100011,-0.048460671023290686
11101011111111100011,11101111111011100011,0.046459876668973145
11011011111111100011,11011111111011100011,-0.032184595961220828
11100111111111100011,11101110111111100011,0.058743391405056113
11010111111111100011,11011110111111100011,-0.048460671023293163
11001111111111100011,11111110111011100011,-0.052126600641818122
01101111111111100011,11101111111011100011,-0.029245130818458618
11101110111111001011,11111110111111100010,-0.0096166365084870715
11101110111111001011,11101110111111110010,-0.0030841772016416869
11111110111010101011,11011111111111100010,0.020809697017612525
11101110111110101011,11111110111111100010,-0.022318356486927322
11101110111011101011,11101111111111100010,-0.091015120529086502
11011110111011101011,11111111111110100010,0.020099735512496181
11011110111011101011,11011111111111100010,0.080605189394692675
11100111111011101011,11101111111111100010,0.026696418047553117
11010111111011101011,11011111111111100010,-0.022852492123402589
11001111111011101011,11111111111011100010,0.039590741719716778
11001111111011101011,11111011111111100010,0.014810426243163033
11101110110111101011,11101110111111101010,-0.0037062699286937125
11011110110111101011,11011110111111101010,0.004259920680133835
11101010111111101011,11101111111111100010,0.04633274638285214
11011010111111101011,11011111111111100010,-0.038831169891572127
11001110111111101011,11111110111111100010,-0.078393029607238887
11001110111111101011,11110111111111100010,0.027922751873167569
01101110111111101011,11101111111111100010,-0.035013859809666967
01011110111111101011,11011111111111100010,0.025099979978933581
11001011111111101011,11111111111011100010,0.015889023778938485
11000111111111101011,11111110111111100010,0.017909910399276193
11101110111110100111,11111110111111100001,-0.027784296631524749
11101110111011100111,11101111111111100001,-0.06448729669452366
11011110111011100111,11011111111111100001,0.055497006218416772
11001111111011100111,11111111111011100001,0.044348384669513172
11101010111111100111,11101111111111100001,0.023179035045712022
11001110111111100111,11111110111111100001,-0.080467945663401902
11001110111011101111,11111111111111100000,0.03670637300599789
